Participant,DEMOGRAPHIC_VARIABLES,Age,Gender,EXPERIMENTAL_CONDITIONS_METHOD_FACTORS,Evaluative_Measure_Order,Stimulus_Identity,IMPLICIT_MEASURES,EP_Morag_Score,EP_Struan_Score,Size_Matching,EP_Score,Reversed_EP_Score,EXPLICIT_MEASURES,Intentions_response,Intention_Ratings_Recoded,Stimulus_1a_Positive_Negative_Positive_Negative_response,Stimulus_1a_Good_Bad_Good_Bad_response,Stimulus_1a_Pleasant_Unpleasant_Pleasant_Unpleasant_response,Stimulus_1a_Like_Dislike_Like_Dislike_response,Stimulus_2a_Positive_Negative_Positive_Negative_response,Stimulus_2a_Good_Bad_Good_Bad_response,Stimulus_2a_Pleasant_Unpleasant_Pleasant_Unpleasant_response,Stimulus_2a_Like_Dislike_Like_Dislike_response,CS1_Self_Report_Total,CS2_Self_Report_Total,EC_Effect_CS1_CS2_Difference_Score,EC_Effect_CS1_CS2_Difference_Score_Reversed,EXPLORATORY_QUESTIONS,Contingency_awareness_Size_CS_US_CS1,Contingency_awareness_Size_CS_US_CS2,Contingency_awareness_Size_CS_US_CS1_recoded,Contingency_awareness_Size_CS_US_CS2_recoded,Total_CS_Size_Contingency_Score,US_Contingency_Awareness_CS1,US_Contingency_Awareness_CS2,US_Contingency_Awareness_CS1_recoded,US_Contingency_Awareness_CS2_recoded,Total_US_Contingency_Score,Hypothesis_Awareness,Influence_Awareness_response,Hypothesis_Awareness_recoded,Influence_Awareness_recoded,Demand_Self_Reports,Demand_IAT,Reactance_Self_Reports,Reactance_IAT,Did_the_participant_take_any_notes_response
559,NA,35,male    ,NA,                                                                                                    ,Straun_Good_Morag_Bad                                                                               ,NA,-37.79824561403507,-19.0625,CS2_Positive_CS1_Negative                                                                           ,-18.735745614035068,18.735745614035068,NA,I would try Morag                                                                                   ,NA,1,1,1,1,0,0,0,0,1,0,1,-1,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as POSITIVE Words                                                             ,0,1,1,One word always have a positive meaning and the other a negative meaning                            ,I don't remember                                                                                    ,1,0,1,I noticed it a little. It rotated with posotive and negative words. I was drawn to trying to identif,"Possibly, my brain was trying to process all the information. It could have had some influence on my",1,1,0                                                                                                   ,0                                                                                                   ,1                                                                                                   ,0                                                                                                   ,                                                                                                    
399,NA,44,male    ,NA,                                                                                                    ,Straun_Good_Morag_Bad                                                                               ,NA,-55.044736842105294,-58.299999999999955,CS2_Positive_CS1_Negative                                                                           ,3.2552631578946603,-3.2552631578946603,NA,I would try neither Brand                                                                           ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as POSITIVE Words                                                             ,0,1,1,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,yes i noticed that everytime                                                                        ,honestly yes i did it had a great influence on what i percieved                                     ,1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
372,NA,27,male    ,NA,                                                                                                    ,Straun_Good_Morag_Bad                                                                               ,NA,-113.89783281733742,-21.812865497076018,CS2_Positive_CS1_Negative                                                                           ,-92.0849673202614,92.0849673202614,NA,I would try Struan                                                                                  ,NA,-4,1,-2,-1,2,2,2,3,-1.5,2.25,-3.75,3.75,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as POSITIVE Words                                                             ,0,1,1,Those two other words always have a negative meaning                                                ,Those two other words always have a positive meaning                                                ,0,0,0,Yes                                                                                                 ,these pairs have influenced how I've rated                                                          ,1,1,1                                                                                                   ,1                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
1222,NA,30,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,35.86578947368423,24.049535603715185,CS1_Positive_CS2_Negative                                                                           ,11.816253869969046,11.816253869969046,NA,I would try neither Brand                                                                           ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,It was so persistent and boring that it was hard to pay attention or care.                          ,No. My eyes kind of glazed over it was so repetative and took so long                               ,1,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
134,NA,27,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,1.8911764705883343,-1.53421052631586,CS1_Positive_CS2_Negative                                                                           ,3.4253869969041943,3.4253869969041943,NA,I would try Morag                                                                                   ,NA,1,1,0,1,-2,-1,-2,-1,0.75,-1.5,2.25,2.25,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,I don't remember                                                                                    ,1,0,1,No I did not                                                                                        ,No                                                                                                  ,0,0,1                                                                                                   ,1                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
1238,NA,34,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,66.38333333333333,25.256944444444457,CS1_Positive_CS2_Negative                                                                           ,41.12638888888887,41.12638888888887,NA,I would try neither Brand                                                                           ,NA,0,1,0,0,-1,-1,-1,-2,0.25,-1.25,1.5,1.5,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,"No I didn't, it seemed random. I struggled to maintain focus because it was such a boring exercise t",I don't know?                                                                                       ,0,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
166,NA,21,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-58.70175438596493,-24.555555555555543,CS1_Positive_CS2_Negative                                                                           ,-34.14619883040939,-34.14619883040939,NA,I would try Morag                                                                                   ,NA,0,0,1,0,-1,0,-1,0,0.25,-0.5,0.75,0.75,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,no - i tried to look for a pattern but I didn't pick up on it                                       ,possibly                                                                                            ,0,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
966,NA,20,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,10.923076923076906,55.804761904761904,CS1_Positive_CS2_Negative                                                                           ,-44.881684981685,-44.881684981685,NA,I would try Morag                                                                                   ,NA,4,4,4,4,-4,-5,-5,-4,4,-4.5,8.5,8.5,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,Those two other words always have a positive meaning                                                ,1,0,1,yes i noticed                                                                                       ,yes i always associated morag with good                                                             ,1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
558,NA,18,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,27.700000000000045,-44.5,CS1_Positive_CS2_Negative                                                                           ,72.20000000000005,72.20000000000005,NA,I would try neither Brand                                                                           ,NA,-1,-1,-1,-1,1,1,1,1,-1,1,-2,-2,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,I did not notice this                                                                               ,I don't think this effected me. I was more effected by the button pushing activity                  ,0,0,0                                                                                                   ,0                                                                                                   ,1                                                                                                   ,0                                                                                                   ,                                                                                                    
913,NA,23,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,18.918128654970815,26.924999999999955,CS1_Positive_CS2_Negative                                                                           ,-8.00687134502914,-8.00687134502914,NA,I would try neither Brand                                                                           ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"I knew one was sized the same as postive words and one was sized the same as negative words, but cou",No                                                                                                  ,1,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
461,NA,37,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,15.27222222222224,71.81111111111107,CS1_Positive_CS2_Negative                                                                           ,-56.538888888888835,-56.538888888888835,NA,I would try Struan                                                                                  ,NA,0,0,0,1,0,1,0,1,0.25,0.5,-0.25,-0.25,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,No I didn't notice                                                                                  ,No as I didn't notice                                                                               ,0,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
358,NA,32,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-9.473684210526358,-54.94411764705876,CS1_Positive_CS2_Negative                                                                           ,45.4704334365324,45.4704334365324,NA,I would try neither Brand                                                                           ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,I was thinking something like this was going on but couldn't remember well enough to figure out whic,"No, most of if not all of mine was just reflex.                                                     ",1,0,1                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
650,NA,26,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-10.226890756302623,-55.133333333333326,CS1_Positive_CS2_Negative                                                                           ,44.9064425770307,44.9064425770307,NA,I would try Morag                                                                                   ,NA,1,1,1,1,1,-1,-1,-1,1,-0.5,1.5,1.5,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"I noticed it, but I thought about it more as struan good, MORAG good, STRUAN bad, morag bad. I also ",I think it did at least a little.                                                                   ,1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
373,NA,38,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-19,-19.102631578947353,CS1_Positive_CS2_Negative                                                                           ,0.10263157894735286,0.10263157894735286,NA,I would try Morag                                                                                   ,NA,3,1,2,0,-2,-4,-3,-4,1.5,-3.25,4.75,4.75,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,I don't remember                                                                                    ,1,0,1,N                                                                                                   ,maybe                                                                                               ,0,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
1118,NA,50,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,21.299999999999955,0.021052631578982073,CS1_Positive_CS2_Negative                                                                           ,21.278947368420972,21.278947368420972,NA,I would try neither Brand                                                                           ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,No                                                                                                  ,No                                                                                                  ,0,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
57,NA,30,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-77.4921052631579,-172.44999999999993,CS1_Positive_CS2_Negative                                                                           ,94.95789473684204,94.95789473684204,NA,I would try Morag                                                                                   ,NA,1,1,0,0,0,1,1,1,0.5,0.75,-0.25,-0.25,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,no i didn't                                                                                         ,i didn't notice so i didn't rate the same                                                           ,0,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
1089,NA,38,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,46.676315789473676,36.26315789473688,CS1_Positive_CS2_Negative                                                                           ,10.413157894736798,10.413157894736798,NA,I would try neither Brand                                                                           ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,I didn't notice this. I was often busy looking at the words that I understood over MORAG and STRUAN ,I didn't think it influenced me. I barely noticed MORAG and STRUAN probably due to them not being wo,0,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
173,NA,29,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-31.65789473684208,-14.455263157894706,CS1_Positive_CS2_Negative                                                                           ,-17.202631578947376,-17.202631578947376,NA,I would try Struan                                                                                  ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,I think I noticed it with Morag but not Struan but I am not sure it was enough for me to fully figur,I do not think it influenced me.                                                                    ,1,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
1097,NA,25,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-77.23026315789468,-49.70065789473688,CS1_Positive_CS2_Negative                                                                           ,-27.529605263157805,-27.529605263157805,NA,I would try neither Brand                                                                           ,NA,-2,-2,-2,-3,-2,-2,-2,-2,-2.25,-2,-0.25,-0.25,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"I noticed the words were the same size a couple times, but couldn't remember if it was Straun or Mor",I don't think that was the case for me personally. Being that it was such a fast paced display of wo,1,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
110,NA,40,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-31.888888888888914,8.444444444444457,CS1_Positive_CS2_Negative                                                                           ,-40.33333333333337,-40.33333333333337,NA,I would try Struan                                                                                  ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,I did not notice this.                                                                              ,I don't think there was an influence because I did not notice.                                      ,0,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
1257,NA,34,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,27.03421052631586,-22.62280701754389,CS1_Positive_CS2_Negative                                                                           ,49.65701754385975,49.65701754385975,NA,I would try Struan                                                                                  ,NA,0,0,0,0,1,1,1,1,0,1,-1,-1,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"No, I didn't notice it. I thought the word sizing was random.                                       ",It could have though if it did I wasn't aware of it as I thought the word sizing was completely rand,0,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
253,NA,31,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,3.75,41.89999999999998,CS1_Positive_CS2_Negative                                                                           ,-38.14999999999998,-38.14999999999998,NA,I would try Morag                                                                                   ,NA,1,1,1,1,1,-2,-2,-2,1,-1.25,2.25,2.25,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"I did not notice to be honest, I was looking at whether positive/negative were top nd bottom but did","Maybe, although Morag sounds Scottish and nice for a drink, Struan doesnt sound like a word.        ",0,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
645,NA,38,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-9.555555555555543,-4.837499999999977,CS1_Positive_CS2_Negative                                                                           ,-4.718055555555566,-4.718055555555566,NA,I would try Morag                                                                                   ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,I did not notice!                                                                                   ,"Maybe! I chose the ""MORAG"" product because it looked like a delicious juice, while the other product",0,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
186,NA,38,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-38.121052631579005,13.731578947368462,CS1_Positive_CS2_Negative                                                                           ,-51.85263157894747,-51.85263157894747,NA,I would try Struan                                                                                  ,NA,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,no                                                                                                  ,no                                                                                                  ,0,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
894,NA,36,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-17.961988304093666,-7.02302631578948,CS1_Positive_CS2_Negative                                                                           ,-10.938961988304186,-10.938961988304186,NA,I would try Struan                                                                                  ,NA,-2,-2,-2,-2,2,3,3,2,-2,2.5,-4.5,-4.5,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,no                                                                                                  ,no                                                                                                  ,0,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
753,NA,22,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,44.40350877192975,76.3166666666666,CS1_Positive_CS2_Negative                                                                           ,-31.913157894736855,-31.913157894736855,NA,I would try neither Brand                                                                           ,NA,-2,-1,1,-1,-1,-3,-3,1,-0.75,-1.5,0.75,0.75,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"No, I was looking for there would be more negative words with Morag or Straun                       ",no                                                                                                  ,0,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
454,NA,35,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,26.75438596491233,-18.63157894736844,CS1_Positive_CS2_Negative                                                                           ,45.38596491228077,45.38596491228077,NA,I would try Morag                                                                                   ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,I don't remember                                                                                    ,I don't remember                                                                                    ,0,0,0,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,No                                                                                                  ,No                                                                                                  ,0,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
