DEMOGRAPHIC_VARIABLES,Age,Gender,EXPERIMENTAL_CONDITIONS_METHOD_FACTORS,Color_Matching,Evaluative_Measure_Order,IAT_Block_Order,US_stimuli,IMPLICIT_MEASURES,IAT_Score,EXPLICIT_MEASURES,Intentions_response,Intention_Ratings_Recoded,Intention_Ratings_Correct_Incorrect,Stimulus_1a_Positive_Negative_Positive_Negative_response,Stimulus_1a_Good_Bad_Good_Bad_response,Stimulus_1a_Pleasant_Unpleasant_Pleasant_Unpleasant_response,Stimulus_1a_Like_Dislike_Like_Dislike_response,Stimulus_2a_Positive_Negative_Positive_Negative_response,Stimulus_2a_Good_Bad_Good_Bad_response,Stimulus_2a_Pleasant_Unpleasant_Pleasant_Unpleasant_response,Stimulus_2a_Like_Dislike_Like_Dislike_response,CS1_Self_Report_Total,CS2_Self_Report_Total,EC_Effect_CS1_CS2_Difference_Score,EXPLORATORY_QUESTIONS,US_Contingency_Awareness_CS1,US_Contingency_Awareness_CS1_Recoded,US_Contingency_Awareness_CS2,US_Contingency_Awareness_CS2_Recoded,Participant,Stimulus_Identity,CS_US_Color_Contingency_CS1,CS_US_Color_Contingency_CS2,CS_Color_Contingency_CS1_Recoded,CS_Color_Contingency_CS2_Recoded,CS_Color_Contingency_Recoded_Total_Score,Hypothesis_Awareness,Hypothesis_Awareness_recoded,Influence_Awareness_response,Influence_Awareness_recoded,Demand_Self_Reports,Demand_IAT,Reactance_Self_Reports,Reactance_IAT,Did_the_participant_take_any_notes_response,Total_Contingency_Awareness_Score
NA,36,Female  ,NA,CS2_Positive_CS1_Negative                                                                           ,Self_Reports_First                                                                                  ,NA,NA,NA,-0.634,NA,I would try neither Brand                                                                           ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,Those two other words always have a positive meaning                                                ,0,Those two other words always have a negative meaning                                                ,0,217,SG_MB                                                                                               ,The positive words                                                                                  ,The negative words                                                                                  ,1,1,2,Yes.  When Morag appeared only the 'good' word changed colour.  When Struan appeared only the 'bad' ,1,"No.  They were just words, I did not attribute a value or emotion to them because they were undefine",0,0,0,1,1,                                                                                                    ,2
NA,37,Male    ,NA,CS2_Positive_CS1_Negative                                                                           ,Self_Reports_First                                                                                  ,NA,NA,NA,0.316,NA,I would try Struan                                                                                  ,NA,1,5,5,4,4,-5,-4,-4,-4,4.5,-4.25,8.75,NA,One word always had a positive meaning and the other had a negative meaning                         ,1,One word always had a positive meaning and the other had a negative meaning                         ,1,218,SG_MB                                                                                               ,The positive words                                                                                  ,The negative words                                                                                  ,1,1,2,Yes. At first I was concentrating on the colours rather than the words.                             ,1,"Initially I focused on the word that changed colour, however as it was repeated my brain linked the ",1,0,0,0,0,                                                                                                    ,2
NA,32,Female  ,NA,CS2_Positive_CS1_Negative                                                                           ,IAT_First                                                                                           ,NA,NA,NA,-0.661,NA,I would try both Morag and Struan                                                                   ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,Those two other words always have a positive meaning                                                ,0,Those two other words always have a negative meaning                                                ,0,219,SG_MB                                                                                               ,The positive words                                                                                  ,The negative words                                                                                  ,1,1,2,Yes the color of a positive word changed when Morag was on screen and the colour of a Negative word ,1,"Not really, I tend to give words a personality based upon how they look and sound and to me Morag wa",0,0,0,0,0,                                                                                                    ,2
NA,32,Female  ,NA,CS2_Positive_CS1_Negative                                                                           ,IAT_First                                                                                           ,NA,NA,NA,-0.471,NA,I would try both Morag and Struan                                                                   ,NA,0,0,-1,-1,0,2,2,2,2,-0.5,2,-2.5,NA,One word always had a positive meaning and the other had a negative meaning                         ,1,One word always had a positive meaning and the other had a negative meaning                         ,1,220,SG_MB                                                                                               ,The positive words                                                                                  ,The negative words                                                                                  ,1,1,2,yes                                                                                                 ,1,I think so. The fact that the word that changed with STRUAN was always negative bothered me a little,1,2,0,0,0,                                                                                                    ,2
NA,31,Male    ,NA,CS2_Positive_CS1_Negative                                                                           ,Self_Reports_First                                                                                  ,NA,NA,NA,-0.346,NA,I would try Morag                                                                                   ,NA,0,-4,-4,-4,-4,4,4,4,4,-4,4,-8,NA,One word always had a positive meaning and the other had a negative meaning                         ,1,One word always had a positive meaning and the other had a negative meaning                         ,1,221,SG_MB                                                                                               ,The positive words                                                                                  ,The negative words                                                                                  ,1,1,2,"Yes, the colour change highlited the positive word when ""Morag"" was shown and the negative word when",1,Yes                                                                                                 ,1,0,0,0,0,                                                                                                    ,2
NA,31,Female  ,NA,CS2_Positive_CS1_Negative                                                                           ,Self_Reports_First                                                                                  ,NA,NA,NA,0.609,NA,I would try Struan                                                                                  ,NA,1,5,5,5,5,-5,-5,-5,-5,5,-5,10,NA,Those two other words always have a negative meaning                                                ,0,Those two other words always have a positive meaning                                                ,0,238,SG_MB                                                                                               ,The positive words                                                                                  ,The negative words                                                                                  ,1,1,2,Yes. The color that was supposed to be associated with the word matched that of the word.           ,1,Yes.                                                                                                ,1,0,0,2,0,                                                                                                    ,2
NA,50,Female  ,NA,CS2_Positive_CS1_Negative                                                                           ,IAT_First                                                                                           ,NA,NA,NA,0.993,NA,I would try Struan                                                                                  ,NA,1,2,2,2,2,2,1,1,1,2,1.25,0.75,NA,One word always had a positive meaning and the other had a negative meaning                         ,1,One word always had a positive meaning and the other had a negative meaning                         ,1,28,SG_MB                                                                                               ,The negative words                                                                                  ,The positive words                                                                                  ,0,0,0,Yes I noticed they changed colors.                                                                  ,1,"No, it did not influence me at all                                                                  ",0,0,0,0,0,                                                                                                    ,0
NA,26,Male    ,NA,CS2_Positive_CS1_Negative                                                                           ,IAT_First                                                                                           ,NA,NA,NA,0.464,NA,I would try Struan                                                                                  ,NA,1,2,2,2,2,-3,-3,-3,-3,2,-3,5,NA,Those two other words always have a negative meaning                                                ,0,Those two other words always have a positive meaning                                                ,0,143,SG_MB                                                                                               ,The negative words                                                                                  ,The positive words                                                                                  ,0,0,0,Yes                                                                                                 ,1,"Yes, I assosicated MORAG with negitivity and STRUAN with Positive things even though i noticed that ",1,0,0,0,0,                                                                                                    ,0
NA,42,Male    ,NA,CS2_Positive_CS1_Negative                                                                           ,Self_Reports_First                                                                                  ,NA,NA,NA,-0.133,NA,I would try Struan                                                                                  ,NA,1,1,0,0,0,2,2,2,2,0.25,2,-1.75,NA,Those two other words always have a positive meaning                                                ,0,Those two other words always have a positive meaning                                                ,0,201,SG_MB                                                                                               ,The negative words                                                                                  ,The positive words                                                                                  ,0,0,0,yes                                                                                                 ,1,no                                                                                                  ,0,1,1,1,2,                                                                                                    ,0
NA,27,Female  ,NA,CS2_Positive_CS1_Negative                                                                           ,IAT_First                                                                                           ,NA,NA,NA,0.941,NA,I would try Struan                                                                                  ,NA,1,3,4,4,3,4,4,3,3,3.5,3.5,0,NA,One word always had a positive meaning and the other had a negative meaning                         ,1,One word always had a positive meaning and the other had a negative meaning                         ,1,16,SG_MB                                                                                               ,The positive words                                                                                  ,The positive words                                                                                  ,1,0,1,Yes                                                                                                 ,1,It did                                                                                              ,1,0,0,1,0,                                                                                                    ,1
